chengyu	pingyin	jieshi	chuchu	lizi
任人唯亲	rèn rén wéi qīn	任任用；唯只；亲关系密切。指用人不问人的德才，只选跟自己关系亲密的人。	无	领导干部在用人时一定要考虑德才兼备，绝不能任人唯亲。
价等连城	jià děng lián chéng	指价值等于连成一片的许多城池。	无	无
价廉物美	jià lián wù měi	廉便宜。东西价钱便宜，质量又好。	清·吴趼人《近十年之怪现状》第十回苏州有个朋友写信来，要印一部书。久仰贵局的价廉物美，所以特来求教。	福兴楼的清炖鱼翅，一元一大盘，～，现在不知增加了否？★鲁迅《彷徨·祝福》
价增一顾	jià zēng yī gù	原意是卖不出去的好马，被伯乐看中了，就增加了十倍的价钱。比喻本来默默无闻，遇到赏识的人而抬高了身价。	《战国策·燕策二》伯乐乃还而视之，去而顾之，一旦马价十倍。	无
价值连城	jià zhí lián chéng	连城连在一起的许多城池。形容物品十分贵重。	《史记·廉颇蔺相如列传》赵惠文王时，得楚和氏璧。秦昭王闻之，使人遗赵王书，原以十五城请易璧。	周先生，此乃府上之宝，～。★清·钱彩《说岳全传》第十回
仰首伸眉	yǎng shǒu shēn méi	仰首仰起头来；伸眉舒展眉头。形容意气昂扬的样子。	汉·司马迁《报任少卿书》乃欲仰首伸眉，论列是非，不亦轻朝廷羞当世之士耶？	我困囚系，死生毫厘，尚欲于中，～。★宋·陈亮《祭郑景元提干文》
仰面朝天	yǎng miàn cháo tiān	脸朝上平卧或身向后摔倒的样子。	清·石玉昆《三侠五义》第四十九回江樊往后退了几步，身不由己的也就仰面朝天的躺下了。	无
仰面唾天	yǎng miàn tuò tiān	仰头向着天吐唾沫，唾沫还是落在自己的脸上。比喻本来想损害别人，结果受害的还是自己。	无	无
仰观俯察	yǎng guān fǔ chá	仰抬起头；俯低下头，弯下腰。指多方或仔细观察。	《周易·系辞上》仰以观于天文，俯以察于地理，是故知幽明之故。	无
仰拾俯取	yǎng shí fǔ qǔ	形容一举一动都有收获。同仰取俯拾”。	无	无
仰屋著书	yǎng wū zhù shū	仰脸向上；著写。形容一心放在著作上。	《梁书·南平元襄王伟传》下官历观世人，多有不好欢乐，乃仰眠床上，看屋梁而著书。千秋万岁，谁传此者。	无
仰屋窃叹	yǎng wū qiè tàn	窃私自。仰望屋顶，私自叹息。形容处于困境，无可奈何。	《资治通鉴·汉纪明帝永平十四年》及其归舍，口虽不言而仰屋窃叹，莫不知其多冤，无敢牾陛下言者。	无
仰屋着书	yǎng wū zhù shū	仰脸向上；着写。形容一心放在著作上。	《梁书·南平元襄王伟传》下官历观世人，多有不好欢乐，乃仰眠床上，看屋梁而着书。千秋万岁，谁传此者。	无
仰取俯拾	yǎng qǔ fǔ shí	低头拾地上的东西，抬头拿上面的东西。形容一举一动都有收获。	《史记·货殖列传》家自父兄子孙约，俯有拾，仰有取。	无
仰人鼻息	yǎng rén bí xī	仰依赖；息呼吸时进出的气。依赖别人的呼吸来生活。比喻依赖别人，不能自主。	《后汉书·袁绍传》袁绍孤客穷军，仰我鼻息，譬如婴儿在股掌之上，绝其哺乳，立可饿杀。	百年梦，国势弱，叹蹉跎。～，奴才思想奈天何！★陈毅《水调歌头·四游良口》词
仰人眉睫	yǎng rén méi jié	指看别人的脸色行事。	《北史·崔亮传》自可观书于市，安能看人眉睫乎！	无
仰事俯育	yǎng shì fǔ yù	上要侍奉父母，下要养活妻儿。泛指维持一家生活。同仰事俯畜”。	无	无
仰事俯畜	yǎng shì fǔ xù	上要侍奉父母，下要养活妻儿。泛指维持一家生活。	《孟子·梁惠王上》是故明君制民之产，必使仰足以事父母，俯足以畜妻子。	坐书院可～。★清·恽敬《答来卿》
仰事俛畜	yǎng shì fǔ chù	泛指维持一家生活。同仰事俯畜”。	无	无
仰之弥高	yǎng zhī mí gāo	愈仰望愈觉得其崇高。表示极其敬仰之意。	《论语·子罕》颜渊喟然叹曰‘仰之弥高，钻之弥坚，瞻之在前，忽焉在后，夫子循循然诱人。博我以文，约我以礼，欲罢不能，既竭吾才，如有所立卓尔，未由也已。’	无
仰不愧天	yǎng bù kuì tiān	抬头仰望，对天无愧。指没有做过坏事，问心无愧。	《孟子·尽心上》仰不愧于天，俯不怍于人。	无
仪静体闲	yí jìng tǐ xián	形容女子态度文静，体貌素雅。	三国魏·曹植《洛神赋》环姿艳溢，仪静体闲。	无
仪表堂堂	yí biǎo táng táng	仪表人的外表，风度；堂堂仪容庄严大方的样子。形容人的容貌端正。	郭沫若《蔡文姬》第二幕曹丞相魁梧奇伟，仪表堂堂。	无
仪态万方	yí tài wàn fāng	仪态姿态，容貌；万方多方面。形容容貌、姿态各方面都很美。	汉·张衡《同声赋》素女为我师，仪态盈万方。	无
仪态万千	yí tài wàn qiān	仪态姿态，容貌。形容容貌、姿态各方面都很美。	汉·张衡《同声赋》素女为我师，仪态盈万方。	湖上的明月和落日，湖上的浓阴和微雨，我都见过了，真是～。★冰心《寄小读者·通讯七》
以黑为白	yǐ hēi wéi bái	指颠倒是非。	《吕氏春秋·应同》父虽亲，以黑为白，子不能从。	‘罔’只是脱空作伪，做人不诚实，以非为是，～。如不孝于父，却与人说我孝。★《朱子语类》卷三二
以鹿为马	yǐ lù wéi mǎ	把鹿说成马。比喻故意颠倒是非。	汉·陆贾《新语·辨惑》秦二世之时，赵高驾鹿而从行，王曰‘丞相何为驾鹿？’高曰‘马也。’王曰‘丞相误邪，以鹿为马也。’高曰‘乃马也。陛下以臣之言为不然，愿问群臣。’于是乃问群臣，群臣半言马半言鹿。	若论不直，其粗至於～，也是不直。★宋·朱熹《朱子语类》卷三十二
以鱼驱蝇	yǐ yú qū yíng	鱼腥能招来苍蝇，用鱼驱赶苍蝇，苍蝇更多。比喻行为和目的自相矛盾，只能得到相反的结果。	《韩非子·外储说左下》以肉去蚁，蚁愈多；以鱼驱蝇，蝇愈至。”南朝·梁元帝《金楼子·立言下》以鱼驱蝇，蝇愈至。	无
以骨去蚁	yǐ gǔ qù yǐ	用肉驱赶蚂蚁，蚂蚁越多。比喻行为和目的自相矛盾，只能得到相反的结果。同以肉去蚁”。	南朝·梁元帝《金楼子·立言下》以骨去蚁，蚁愈多；以鱼驱蝇，蝇愈至。	无
以防不测	yǐ fáng bù cè	防防备；测预测。用来防备不曾料想到的事。	张中明《人生劫》我们必须全力以赴，做好抢险的一切准备，以防不测，绝不能有一丝一毫的侥幸心理。	无
以防万一	yǐ fáng wàn yī	万一意外变化。用以防备难以预料的事情。	无	我们要提高警惕，以防万一敌人来偷袭。
以镒称铢	yǐ yì chēng zhū	用镒同铢相比，表示力量处于绝对优势。	《孙子·形》故胜兵若以镒称铢，败兵若以铢称镒。”王皙注言铢、镒者，以明轻重之至也。	无
以锥餐壶	yǐ zhuī cān hú	用锥子到壶里取东西吃。比喻达不到目的。	《荀子·劝学》不道礼宪，以《诗》、《书》为之，譬之犹以指测河也，以戈舂黍也，以锥餐壶也，不可以得之矣。	无
以锥飡壸	yǐ zhuī cān kǔn	用锥子到壶里取东西吃。比喻达不到目的。	无	无
以锥刺地	yǐ zhuī cì dì	用锥子刺地来测量地的深浅。比喻见识浅陋，所知甚少。	《庄子·秋水》是直用管窥天，用锥指地也，不亦小乎！	无
以铢程镒	yǐ zhū chéng yì	用铢同镒作比较，表示很不相称。	明·姚士粦《见只编》卷上陈水南臬宪尝以南唐李昪宜继唐后，遂改马令《南唐书》为《唐馀纪传》，此犹萧常以《三国·蜀志》为《续后汉书》也。然昭烈世系甚明，犹觉以铢程镒……昪本安吉砦将潘某之子，昪姓实潘也……	无
以铢称镒	yǐ zhū chēng yì	用铢同镒相比，表示力量极不相称，处于绝对劣势。	《孙子·形》故胜兵若以镒称铢，败兵若以铢称镒。”王皙注言铢、镒者，以明轻重之至也。”张预注二十两为镒，二十四铢为两。此言有制之兵对无制之兵，轻重不侔也。	无
以酒解酲	yǐ jiǔ jiě chéng	酲喝醉了神志不清。用酒来解酒醉。比喻用有害的方法救急。	南朝宋·刘义庆《世说新语·任诞》伶跪而祝曰‘天生刘伶，以酒为名，一饮一斛，五斗解酲，妇人之言，慎不可听！’便引酒进肉，隗然已醉矣。	无
以郄视文	yǐ xì shì wén	从缝隙里看杂色文采。比喻见识浅陋狭隘。郄，通隙”。	《史记·扁鹊仓公列传》扁鹊仰天叹曰‘夫子之为方也，若以管窥天，以郄视文。越人（扁鹊名）之为方也，不待切脉望色，听声写形，言病之所在。’	无
以邻为壑	yǐ lín wéi hè	拿邻国当做大水坑，把本国的洪水排泄到那里去。比喻只图自己一方的利益，把困难或祸害转嫁给别人。	《孟子·告子下》是故禹以四海为壑。今吾子以邻国为壑。	有些自私自利的人，做事从来不为别人着想，甚至～。
以逸待劳	yǐ yì dài láo	逸安闲；劳疲劳。指在战争中做好充分准备，养精蓄锐，等疲乏的敌人来犯时给以迎头痛击。	《孙子·军争》以近待远，以佚待劳，以饱待饥，此治力者也。	他踞了碉楼，～，我们倒难以刻期取胜。★清·吴敬梓《儒林外史》第四十三回
以逸击劳	yǐ yì jī láo	用充分养息的军队攻击疲劳的敌人。	《汉书·赵充国传》今罕羌欲为敦煌、酒泉寇，饬兵马，练战士，以须其至，坐得致敌之术，以逸击劳，取胜之道也。	敬业畏直捣江都，必将邀我中路，吾今乘胜进，又～，破之必矣！★《新唐书·魏元忠传》
以退为进	yǐ tuì wéi jìn	本指以谦让取得德行的进步，后指以退让的姿态作为进取的手段。	汉·扬雄《法言·君子》昔乎颜渊以退为进，天下鲜俪焉。	无
以辞害意	yǐ cí hài yì	因拘泥于辞义而误会或曲解作者的原意。	《孟子·万章上》说《诗》者不以文害辞，不以辞害志。	无
以辞取人	yǐ cí qǔ rén	根据人的口才去判断其智能。同以言取人”。	《孔子家语·子路初见》宰我有文雅之辞，而智不充其辩。孔子曰‘ ……以辞取人，则失之宰予。’	无
以身试险	yǐ shēn shì xiǎn	身亲身，亲自；试尝试。试着亲身去做触犯法律的事。指明知故犯。	《汉书·王尊传》明慎所职，毋以身试法。	向来搜检夹带，每每从宽。因其急于功名，～情尚可宥。★清·李绿园《歧路灯》第九十三回
以身试法	yǐ shēn shì fǎ	身亲身，亲自；试尝试。试着亲身去做触犯法律的事。指明知故犯。	《汉书·王尊传》明慎所职，毋以身试法。	我们每个公民都要奉公守法，不要～。
以身许国	yǐ shēng xǔ guó	许预先答应给与。把身体献给国家。指尽忠报国，临难不顾。	《南史·羊侃传》久以汝为死，犹在邪？吾以身许国，誓死行阵，终不以尔而生进退。	无
以身殉职	yǐ shēn xùn zhí	殉为实现某一目标而献出生命。为忠于本职工作而献出生命。	《孟子·尽心上》孟子曰‘天下有道，以道殉身；天下无道，以身殉道；未闻以道殉乎人者也。’	（白求恩）去年春上到延安，后来到五台山工作，不幸～。★毛泽东《纪念白求恩》
以身殉国	yǐ shēng xùn guó	忠于自己的国家而献出生命。	南朝·梁·沈约《宋书·沈文秀传》伯宗曰‘丈夫当死战场，以身殉国，安能归死儿女手中乎？’	或是表现在不做新朝的官甚至～上。★朱自清《论气节》
以身报国	yǐ shēng bào guó	把身体献给国家。指宁愿为国家的安危奉献自己的生命。	《魏书·辛雄传》卿等备位纳言，当以身报国。	无
以身作则	yǐ shēn zuò zé	则准则，榜样。以自己的行动做出榜样。	巴金《家》二十五这其间不顾一切阻碍以身作则做一个开路先锋的便是许倩如。	无
以貍至鼠	yǐ lí zhì shǔ	比喻事情不能成功。同以貍饵鼠”。	无	无
以貌取人	yǐ mào qǔ rén	根据外貌来判别一个的的品质才能。	《史记·仲尼弟子列传》吾以言取人，失之宰之；以貌取人，失之子羽。	真是糟糕，他早又不说，但也只怪我们～，在事前没有经过一道甄别了。★郭沫若《涂家埠》
以词害意	yǐ cí hài yì	因拘泥于辞义而误会或曲解作者的原意。	清·袁枚《随园诗话》卷七太白‘斗酒诗百篇’，‘东坡嬉笑怒骂，皆成文章’，不过一时兴到语，不可以词害意。	无
以讹传讹	yǐ é chuán é	以拿，把；讹谬误。指把本来就不正确的话又错误地传出去，越传越错。	宋·俞琰《席上腐谈》世上相传女娲补天炼五色石于此，故名采石，以讹传讹。	这两件事虽无考，古往今来，～，好事者竟故意的弄出这些古迹来以惑愚人。★清·曹雪芹《红楼梦》第五十一回
